id;avgtempo;chord_changes;chorus_count;composer;filename_sv;form;full_title;genre;harmony_template;instrument;key;label;lineup;mbzid;performer;recordbib;recordingdate;recordingyear;recordtitle;rhythmfeel;signature;solo_time;soloend;solopart;solostart;status;style;tempoclass;title;titleaddon;tonality_type
ChetBaker_JustFriends_FINAL.sv;189.9;"A1: ||Cj7   |Cj7   |C-7   |F7   |F7   |F7   |Bb-7   |Eb7   ||
B1: ||A-7   |D7   |B-7   |E-7   |A7   |A7   |A-7   |D7 Db7 ||
A2: ||Cj7   |Cj7   |C-7   |F7   |Gj7   |Gj7   |Bb-7   |Eb7   ||
B2: ||A-7   |D7   |B-7   |E-7   |A7   |A-7 D7 |G6   |D-7 G7 ||";2;Klenner/Lewis;ChetBaker_JustFriends_FINAL.sv;(A1,16), (B1,16);Just Friends-1;GREAT AMERICAN SONGBOOK;;tp;G-maj;Giants of Jazz;"Chet Baker (tp, voc); Russ Freeman (p); Carson Smith (b); Bob Neel (dr)";5dece1a5-eb42-4c31-b4dc-51cd01b5e155;Chet Baker;CD 53100 AAD;1955-03-07;1955;Let's Get Lost;SWING;4/4;00:55-01:47;01:47;1;52.3955;FINAL;COOL;UP;Just Friends;;FUNCTIONAL
ChetBaker_Let'sGetLost_FINAL.sv;157.5;"A1: ||Cj7   |F#m7b5   |Cj7   |F#-7 B7 |Em7b5   |A7   |Em7b5   |A7   ||
B1: ||D-7   |G7   |Cj7   |F#m7b5 B7 |E-7   |A7   |D7   |D-7 G7 ||
A2: ||Cj7   |F#m7b5   |Cj7   |F#m7b5 B7 |Em7b5   |A7   |Em7b5   |A7   ||
C1: ||D-7   |G7   |Cj7 F7 |E7 A-7 |D-7   |G7   |Cj7   |D-7 G7 |G7   ||";1;Loesser / McHugh;ChetBaker_Let'sGetLost_FINAL.sv;(A1,8), (B1,8), (A2,8), (C1,8);Let's Get Lost-1;GREAT AMERICAN SONGBOOK;;tp;C-maj;Giants of Jazz;"Chet Baker (tp);  Russ Freeman (p); Carson Smith (b); Bob Neel (dr)";1ddba2b2-5019-4b9e-8953-638caa3a2259;Chet Baker;CD 53100 AAD;1955-03-07;1955;Let's Get Lost;SWING;4/4;01:54-02:42;02:42;1;112.0924;FINAL;COOL;MEDIUM UP;Let's Get Lost;;FUNCTIONAL
ChetBaker_LongAgoAndFarAway_FINAL.sv;177.5;"A1: ||G6 E-7 |A-7 D7 |Gj7 E-7 |A-7 D7 |G6 E-7 |A-7 D7 |G6 E7 |A-7 D7 ||
B1: ||Bb6 G-7 |C-7 F7 |Bbj7   |A7   |Dj7   |B-7   |A-7   |D7   ||
A2: ||G6 E-7 |A-7 D7 |Gj7 E-7 |A-7 D7 |G6 E-7 |A-7 D7 |G6 E7 |A-7 C7 ||
C1: ||D-7   |G7   |Cj7   |C-7 F7 |G6 Bbo |A-7 D7 |G6   |A-7 D7 ||";1;Kern/Gershwin;ChetBaker_LongAgoAndFarAway_FINAL.sv;(A1,8), (B1,8), (A2,8), (C1,8);Long Ago and Far Away-1;GREAT AMERICAN SONGBOOK;;tp;G-maj;Giants of Jazz;"Chet Baker (tp);  Russ Freeman (p); Carson Smith (b); Bob Neel (dr)";334dc4be-0b25-44aa-b2ed-9f6a8020505d;Chet Baker;CD 53100 AAD;1955-03-07;1955;Let's Get Lost;SWING;4/4;00:52-01:38;01:38;1;50.5423;FINAL;COOL;MEDIUM UP;Long Ago and Far Away;;FUNCTIONAL
ChetBaker_ThereWillNeverBeAnotherYou-1_FINAL.sv;168.7;"A1: ||Fj7   |Fj7   |Em7b5   |A7   |D-7   |D-7   |C-7   |F7   ||
B1: ||Bbj7   |Eb7911#   |Fj7   |D-7   |G7   |G7   |G-7   |C7   ||
A2: ||Fj7   |Fj7   |Em7b5   |A7   |D-7   |D-7   |C-7   |F7   ||
C1: ||Bbj7   |Eb7911#   |Fj7   |Bm7b5 E7 |Fj7 Bb7 |A-7 D7 |G-7 C7 |Fj7 C7 ||
I1: ||NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   |NC   ||";1;Gordon/Warren;ChetBaker_ThereWillNeverBeAnotherYou-1_FINAL.sv;(A1,16), (B1,16);There Will Never Be Another You-1;GREAT AMERICAN SONGBOOK;;tp;F-maj;Giants of Jazz;"Chet Baker (tp); Russ Freeman (p); Carson Smith (b); Bob Neel (dr)";a667cc92-05b9-4fbc-b7d2-2aa554124816;Chet Baker;CD 53100 AAD;1954-02-15;1954;Let's Get Lost;SWING;4/4;00:00-01:02;01:02;1;0.0459;FINAL;COOL;MEDIUM UP;There Will Never Be Another You;;FUNCTIONAL
ChetBaker_ThereWillNeverBeAnotherYou-2_FINAL.sv;169.8;"A1: ||Fj7   |Fj7   |Em7b5   |A7   |D-7   |D-7   |C-7   |Bb7   ||
B1: ||Bbj7   |Eb7911#   |Fj7   |D-7   |G7   |G7   |G-7   |C7   ||
A2: ||Fj7   |Fj7   |Em7b5   |A7   |D-7   |D-7   |C-7   |F7   ||";1;Gordon/Warren;ChetBaker_ThereWillNeverBeAnotherYou-2_FINAL.sv;(A1,16), (B1,16);There Will Never Be Another You-2;GREAT AMERICAN SONGBOOK;;tp;F-maj;Giants of Jazz;"Chet Baker (tp); Russ Freeman (p); Carson Smith (b); Bob Neel (dr)";a667cc92-05b9-4fbc-b7d2-2aa554124816;Chet Baker;CD 53100 AAD;1954-02-15;1954;Let's Get Lost;SWING;4/4;01:48-02:22;02:22;2;104.8711;FINAL;COOL;MEDIUM UP;There Will Never Be Another You;;FUNCTIONAL
ChetBaker_Two'sBlues_FINAL.sv;202.2;A1: ||G-7   |G-7   |G-7   |G-7   |C-7   |C-7   |G-7   |G-7   |Eb7alt   |D7   |G-7   |D7 C-7 ||;4;Jim Hall;ChetBaker_Two'sBlues_FINAL.sv;(A1,12);Two's Blues-1;ORIGINAL;Blues;tp;G-min;Sony Music Entertainment Ltd..;"Chet Baker (tp); Jim Hall (g); Paul Desmond (as); Roland Hanna (p); Ron Carter (b); Steve Gadd (dr)";ac215fa3-8f92-4e7e-9cb1-ae89be13615d;Chet Baker;5060252;1975-04-16;1975;Jim Hall, Concierto;SWING;4/4;00:29-01:29;01:29;1;23.8983;FINAL;COOL;UP;Two's Blues;;BLUES
ChetBaker_You'dBeSoNiceToComeHomeTo_FINAL.sv;225.4;A1: ||G-7   |A7 D7 |G-7   |G-7   |F-7   |Bb7   |Ebj7   |Ebj7   |Am7b5   |D7   |Gbo7   |G-7   |Em7b5   |A7   |Am7b5   |D7   ||;4;Cole Porter;ChetBaker_You'dBeSoNiceToComeHomeTo_FINAL.sv;(A1,16), (B1,16);You'd Be So Nice to Come Home to-1;GREAT AMERICAN SONGBOOK;;tp;G-min;Sony Music Entertainment Ltd..;"Chet Baker (tp); Jim Hall (g); Paul Desmond (as); Roland Hanna (p); Ron Carter (b); Steve Gadd (dr)";8cdca1d4-3584-4f06-9359-824db56bff29;Chet Baker;5060252;1975-04-23;1975;Jim Hall, Concierto;SWING;4/4;02:56-04:04;04:04;1;169.0878;FINAL;COOL;UP;You'd Be So Nice to Come Home to;;FUNCTIONAL
ChrisPotter_Anthropology_FINAL.sv;245.3;"A1: ||Bb6 G7 |C-7 F7 |Bb6 G-7 |C-7 F7 |F-7 Bb7 |Eb7 Ab7 |D-7 G7 |C-7 F7 ||
A2: ||Bb6 G7 |C-7 F7 |Bb6 G-7 |C-7 F7 |F-7 Bb7 |Eb7 Ab7 |C-7 F7 |Bb6   ||
B1: ||D7   |D7   |G7   |G7   |C7   |C7   |F7   |F7   ||
A3: ||Bb6 G7 |C-7 F7 |Bb6 G-7 |C-7 F7 |F-7 Bb7 |Eb7 Ab7 |C-7 F7 |Bb6   ||";4;Parker, Gillespie;ChrisPotter_Anthropology_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Anthropology-1;ORIGINAL;I Got Rhythm;ts;Bb-maj;Double-Time Records;"Chris Potter (ts); Peter Madsen (p); Peter Herbert (b); Tom Cohen (dr)";;Chris Potter;DTRCD 150;1999;1999;Diggin' In, Diggin' Out;SWING;4/4;;NA;1;27.8279;FINAL;POSTBOP;UP;Anthropology;;FUNCTIONAL
ChrisPotter_Arjuna_FINAL.sv;117.7;A1: ||D   ||;1;Chris Potter;ChrisPotter_Arjuna_FINAL.sv;open;Arjuna-1;ORIGINAL;;ts;D-chrom;Sunnyside Records;"Chris Potter (ts); Adam Rodgers (git); Craig Taborn (electric p); Nate Shmitz (dr)";e0426d4f-71b9-45e5-b338-c6a2a339ff3a;Chris Potter;SSC 3075;15.-17.2.2007;2007;Follow The Red Line: Live At The Village Vanguard;FUNK;4/4;;NA;1;384.9561;FINAL;FUSION;MEDIUM;Arjuna;;MODAL
ChrisPotter_InASentimentalMood_FINAL.sv;48.6;"A1: ||D- D-j7 |D-7 D-6 |G- G-j7 |G-7 G-6A7|D-   |D7   |G-7 C7 |Fj7 Em7b5A7||
A2: ||D- D-j7 |D-7 D-6 |G- G-j7 |G-7 G-6A7|D- NC |D7  NC|G-7 C7 |Fj7 Eb-7Ab7||
B1: ||Dbj7 Bb-7 |Eb-7 Ab7 |Db7 Bb7 |Eb7 Ab7 |Dbj7 Bb-7 |Eb-7 Ab7 |G-7   |C7/G   ||
I1: ||NC   ||";1;D. Ellington/H. Dietz/ M. Kutz/I. Mills/A. Schwartz;ChrisPotter_InASentimentalMood_FINAL.sv;(A1,8), (A2,8), (B1,8);In a Sentimental Mood-1;GREAT AMERICAN SONGBOOK;;ts;D-min;Concorde Jazz;"Chris Potter (ts); John Hart (g); Kenny Werner (p); Scott Colley(b); Bill Stewart (dr)";6160a29a-deda-47bd-b764-207180f1a668;Chris Potter;CCD-4595;1993;1993;Concentric Circles;SWING;4/4;;NA;1;304.3627;FINAL;POSTBOP;SLOW;In a Sentimental Mood;;FUNCTIONAL
ChrisPotter_Item1,D.I.T._FINAL.sv;301.0;A1: ||C   |Ab7   |Db7   |Gb Go |Ab7   |Ab7   |Ab7   |Db Do |Eb7   |Eb7   |Eb7   |B7   |E7   |A Bbo |B7   |G7   ||;18;Steve Swallow;ChrisPotter_Item1,D.I.T._FINAL.sv;(A1,16);Item 1, D.I.T.-1;ORIGINAL;;ts;C-maj;WATT Works;"Chris Potter (ts); Steve Swallow (b); Adam Nussbaum (dr)";7e62048b-2d4d-4924-bb61-f3414759f324;Chris Potter;XtraWATT/11;December 2001;2001;Damaged In Transit;SWING;4/4;;NA;1;43.9118;FINAL;POSTBOP;UP;Item 1, D.I.T.;;FUNCTIONAL
ChrisPotter_PopTune#1_FINAL.sv;108.6;A1: ||G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |G-7   |Bb-7   |Bb-7   |G7   |G7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   |G-7   |Bb-7   |Bb-7   |G-7   ||;1;Chris Potter;ChrisPotter_PopTune#1_FINAL.sv;open;Pop Tune #1-1;ORIGINAL;;ts;G-min;Sunnyside Records;"Chris Potter (ts); Adam Rodgers (git); Craig Taborn (electric p); Nate Shmitz (dr)";73fc185d-9d29-419a-97b7-cda002317dcc;Chris Potter;SSC 3075;15.-17.2.2007;2007;Follow The Red Line: Live At The Village Vanguard;FUNK;4/4;;NA;1;478.1283;FINAL;FUSION;MEDIUM SLOW;Pop Tune #1;;MODAL
ChrisPotter_Rumples_FINAL.sv;134.9;"A1: ||F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   |F-7   ||
I1: ";1;Chris Potter;ChrisPotter_Rumples_FINAL.sv;open;Rumples-1;ORIGINAL;;ts;F-min;Artishare;"Chris Potter (ts); Adam Rogers (g); Craig Taborn (p); Nate Smith (dr)";7e654613-d061-4610-b3fb-b7537a5afca3;Chris Potter;81226;2009;2009;Ultrahang;FUNK;4/4;;NA;1;236.7451;FINAL;FUSION;MEDIUM;Rumples;;MODAL
ChrisPotter_Togo_FINAL.sv;112.0;A1: ||G-7   ||;1;Ed Blackwell;ChrisPotter_Togo_FINAL.sv;open;Togo-1;ORIGINAL;;ts;F-min;Sunnyside Records;"Chris Potter (ts); Adam Rodgers (git); Craig Taborn (electric p); Nate Shmitz (dr)";f6fe9830-136c-47ba-9bbe-1c767d02db87;Chris Potter;SSC 3075;15.-17.2.2007;2007;Follow The Red Line: Live At The Village Vanguard;FUNK;4/4;;NA;1;480.8621;FINAL;FUSION;MEDIUM;Togo;;MODAL
ChuBerry_BodyAndSoul-1_FINAL.sv;81.9;"A1: ||D-7 A79b |D-7 Db7 |Cj7 F7 |E-7 Ebo7 |D-7   |Bm7b5 E7 |A-7D7D-7G7|C6 A7 ||
A2: ||D-7 A79b |D-7 Db7 |Cj7 F7 |E-7 Ebo7 |D-7   |Bm7b5 E7 |A-7D7D-7G7|C Ab7 ||
B1: ||Dbj7 Eb-7 |Db/F Gb-7B7|F-7Bb-7Eb-7Ab7|Dbj7   |Db-7 Gb7 |Bj7 D- |Db-7 Gb7 |B7Bb7A7 ||
A3: ||D-7 A79b |D-7 Db7 |Cj7 F7 |E-7 Ebo7 |D-7   |Bm7b5 E7 |A-7D7D-7G7|C6 NC ||";1;Heyman, Sour, Eyton, Green;ChuBerry_BodyAndSoul-1_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Body and Soul-1;GREAT AMERICAN SONGBOOK;;ts;C-maj;Classic Records;"Roy Eldridge (tp); Chu Berry (ts); Clyde Hart (p); Danny Barker (g); Artie Shapiro (b); Sidney Catlett (dr)";aa303ee8-9a54-47de-a7b9-4a725cf2680b;Chu Berry;Classics 784;1938-11-11;1938;The Chronological Classics: Chu Berry 1937-1941;SWING;4/4;00:13-01:44;01:44;1;0.0;FINAL;SWING;MEDIUM SLOW;Body and Soul;;FUNCTIONAL
ChuBerry_BodyAndSoul-2_FINAL.sv;92.5;"B1: ||Dj7 E-7 |D/F# G-7C7|F#-7B-7E-7A7|Dj7   |D-7 G7 |Cj7 Eb- |D-7 G7 |C7B7Bb7 ||
A3: ||Eb-7 Bb79b |Eb-7 D7 |Dbj7 Gb7 |F-7 Em7b5 |Eb-7   |Ab F7 |Bb-7   ||";1;Heyman, Sour, Eyton, Green;ChuBerry_BodyAndSoul-2_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Body and Soul-2;GREAT AMERICAN SONGBOOK;;ts;C-maj;Classic Records;"Roy Eldridge (tp); Chu Berry (ts); Clyde Hart (p); Danny Barker (g); Artie Shapiro (b); Sidney Catlett (dr)";aa303ee8-9a54-47de-a7b9-4a725cf2680b;Chu Berry;Classics 784;1938-11-11;1938;The Chronological Classics: Chu Berry 1937-1941;SWING;4/4;03:00-03:35;03:35;2;179.1588;FINAL;SWING;MEDIUM SLOW;Body and Soul;;FUNCTIONAL
CliffordBrown_ANightInTunisia_FINAL.sv;189.7;"A1: ||Eb7   |D-6   |Eb7   |D-6   |Eb7   |D-6   |Em7b5 A7 |D-6   ||
A2: ||Eb7   |D-6   |Eb7   |D-6   |Eb7   |D-6   |Em7b5 A7 |D-6   ||
B1: ||Am7b5   |D79b   |G-7   |G-7   |Cm7b5   |C79b   |Fj7   |Em7b5 A7 ||
A3: ||Eb7   |D-6   |Eb7   |D-6   |Eb7   |D-6   |Em7b5 A7 |D-6   ||";3;Dizzie Gillespie;CliffordBrown_ANightInTunisia_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);A Night in Tunisia-1;ORIGINAL;;tp;D-min;Membran International;"Clifford Brown (tp); Lou Donaldson (as); Horace Silver (p); Curley Russell (b); Art Blakey (dr)";;Clifford Brown;;1954-02-21;1954;Quadromania Jazz Edition, Clifford Brown, Easy Living, CD 4;SWING;4/4;;NA;1;184.5191;FINAL;HARDBOP;UP;A Night in Tunisia;;FUNCTIONAL
CliffordBrown_Daahoud_FINAL.sv;240.9;"A1: ||Eb-7 Ab7 |Db-7 Gb7 |Bj7   |F-7 Bb7 |Eb-7   |B7 Bb7 |Ebj7   |Ebj7   ||
A2: ||Eb-7 Ab7 |Db-7 Gb7 |Bj7   |F-7 Bb7 |Eb-7   |B7 Bb7 |Ebj7   |Ebj7   ||
B1: ||Bb-7   |Eb7   |Abj7   |Abj7   |Ab-7   |Db7   |Gbj7   |F-7 Bb7 ||
A3: ||Eb-7 Ab7 |Db-7 Gb7 |Bj7   |F-7 Bb7 |Eb-7   |B7 Bb7 |Ebj7   |Ebj7   ||";2;Clifford Brown;CliffordBrown_Daahoud_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Daahoud-1;ORIGINAL;;tp;Eb-maj;Membran International;"Clifford Brown (tp); Harold Land (ts); Richie Powell (p); George Morrow (b); Max Roach (dr)";03fa3846-e752-4213-90fa-a822fddb448e;Clifford Brown;222411444;1954-08-06;1954;Quadromania Jazz Edition, Clifford Brown, Easy Living, CD 3;SWING;4/4;00:38-01:42;01:42;1;34.0182;FINAL;HARDBOP;UP;Daahoud;;FUNCTIONAL
CliffordBrown_George'sDilemma_FINAL.sv;154.8;"A1: ||Db-7   |Dj7   |Db-7   |B7   |Db-7   |Db-7   |Eb7 Ab7 |Db-7   ||
A2: ||Db-7   |Dj7   |Db-7   |B7   |Db-7   |Db-7   |Eb7 Ab7 |Db-7   ||
B1: ||Gb-7   |B7   |Ab-7 Aj7 |Ab-7 Go |Gb-7   |B7   |Ej7 Aj7 |Dj7 Eb-7Ab7||
A3: ||Db-7   |Dj7   |Db-7   |B7   |Db-7   |Db-7   |Eb7 Ab7 |Db-7   ||";2;Clifford Brown;CliffordBrown_George'sDilemma_FINAL.sv;(A1,16), (B1,8), (A2,8);George's Dilemma-1;ORIGINAL;;tp;Db-min;Nippon Phonogram Co., Ltd.0;"Clifford Brown (tp); Harold Land (ts); Richie Powell (p); George Morrow (b); Max Roach (dr)";ae5aaf5e-54a0-436e-862c-bfb6e36079e9;Clifford Brown;838 315-2;1955-02-24;1955;Brownie - The Complete EmArecy Recordings of Clifford Brown (Disc 9);A:LATIN/B:SWING;4/4;01:09-02:50;02:50;1;67.0437;FINAL;HARDBOP;MEDIUM UP;George's Dilemma;;FUNCTIONAL
CliffordBrown_I'llRememberApril_AlternateTake2_FINAL.sv;291.5;"A1: ||Gj7   |G6   |Gj7   |G6   |G-7   |G-6   |G-7   |G-6   |Am7b5   |D7   |Bm7b5   |E7   |A-7   |D7   |Gj7   |Gj7   ||
B1: ||C-7   |F7   |Bbj7   |G-7   |C-7   |F7   |Bbj7   |Bb6   |A-7   |D7   |Gj7   |G6   |F#-7   |B7   |Ej7   |A-7 D7 ||
A2: ||Gj7   |G6   |Gj7   |G6   |G-7   |G-6   |G-7   |G-6   |Am7b5   |D7   |Bm7b5   |E7   |A-7   |D7   |Gj7   |Gj7   ||";2;Raye/DePaul/Johnston;CliffordBrown_I'llRememberApril_AlternateTake2_FINAL.sv;(A1,16), (B1,16), (A2,16);I'll Remember April-1_Alternate Take 2;GREAT AMERICAN SONGBOOK;;tp;G-maj;EmArcy;"Clifford Brown (tp); Sonny Rollins (ts); Richie Powell (p); George Morrow (b); Max Roach (dr)";d84746cf-9bc6-40f0-bd4d-e86a553cd3d4;Clifford Brown;828 308-2;1956-02-16;1956;Brownie - The Complete EmArcy Recordings of Clifford Brown (Disc 10);SWING;4/4;02:08-03:29;03:29;1;123.9231;FINAL;HARDBOP;UP;I'll Remember April;Alternate Take 2;FUNCTIONAL
CliffordBrown_I'llRememberApril_FINAL.sv;285.4;"A1: ||Gj7   |Gj7   |Gj7   |Gj7   |G-7   |G-7   |G-7   |G-7   |A-7   |D7   |Bm7b5   |E79b   |A-7   |D7   |Gj7   |Gj7   ||
B1: ||C-7   |F7   |Bbj7   |Bbj7   |C-7   |F7   |Bbj7   |Bbj7   |A-7   |D7   |Gj7   |Gj7   |F#-7   |F#-7   |Ej7   |Ej7   ||
A2: ||Gj7   |Gj7   |Gj7   |Gj7   |G-7   |G-7   |G-7   |G-7   |A-7   |D7   |Bm7b5   |E7   |A-7   |D7   |Gj7   |Gj7   ||";2;Raye/DePaul/Johnston;CliffordBrown_I'llRememberApril_FINAL.sv;(A1,16), (B1,16), (A2,16);I'll Remember April-1;GREAT AMERICAN SONGBOOK;;tp;G-maj;Nippon Phonogram Co., Ltd.0;"Clifford Brown (tp); Sonny Rollins (ts); Richie Powell (p); George Morrow (b); Max Roach (dr)";1f951a1a-34f6-4979-86f8-f4e4087d3563;Clifford Brown;838 316-2;1956-02-16;1956;Brownie - The Complete EmArcy Recordings of Clifford Brown (Disc 10);SWING;4/4;01:41-03:03;03:03;1;98.6698;FINAL;HARDBOP;UP;I'll Remember April;;FUNCTIONAL
CliffordBrown_Jordu_FINAL.sv;139.0;"A1: ||D7 G7 |C-6   |F7 Bb7 |Ebj7   |D7 G7 |C-6   |Ab7   |Ab7   ||
A2: ||D7 G7 |C-6   |F7 Bb7 |Ebj7   |D7 G7 |C-6   |Ab7   |Ab7   ||
B1: ||G7 C7 |F7 Bb7 |Eb7 Ab7 |Dbj7   |F7 Bb7 |Eb7 Ab7 |Db7 Gb7 |Bj7   ||
A3: ||D7 G7 |C-6   |F7 Bb7 |Ebj7   |D7 G7 |C-6   |Ab7   |Ab7   ||";2;Duke Jordan;CliffordBrown_Jordu_FINAL.sv;(A1,8), (A2,8), (B1,8), (A3,8);Jordu-1;ORIGINAL;;tp;Eb-maj;Membran International;"Clifford Brown (tp); Harold Land (ts); Richie Powell (p); George Morrow (b); Max Roach (dr)";d31e4578-a6d0-4575-9758-e44c54c76021;Clifford Brown;222411444;1954-08-03;1954;Quadromania Jazz Edition, Clifford Brown, Easy Living, CD 2;SWING;4/4;00:57-02:48;02:48;1;53.0655;FINAL;HARDBOP;MEDIUM;Jordu;;FUNCTIONAL
CliffordBrown_JoySpring_FINAL.sv;161.0;"A1: ||Fj7   |G-7 C7 |Fj7   |Bb-7 Eb7 |Eb7 D7 |G-7 C7 |F   |Ab-7 Db7 |Gbj7   |Ab-7 Db7 |Gbj7   |B-7 E7 |Bb-7 A7 |Ab-7 Db7 |Gb   |A-7 D7 ||
B1: ||Gj7   |G-7 C7 |Fj7   |F-7 Bb7 |Ebj7   |Ab-7 Db7 |Gbj7   |G-7 C7 ||
A2: ||Fj7   |G-7 C7 |Fj7   |Bb-7 Eb7 |A-7 D7 |G-7 C7 |F   |G-7 C7 ||";2;Clifford Brown;CliffordBrown_JoySpring_FINAL.sv;(A1,16), (B1,8), (C1,8);Joy Spring-1;ORIGINAL;;tp;F-maj;Nippon Phonogram Co., Ltd.0;"Clifford Brown (tp); Harold Land (ts); Richie Powell (p); George Morrow (b); Max Roach (dr)";85cb589f-dfd3-4a37-be4c-faca633c4cf4;Clifford Brown;838 308-2;1954-08-06;1954;Brownie - The Complete EmArcy Recordings of Clifford Brown (Disc 2);SWING;4/4;01:46-03:20;03:20;1;102.6678;FINAL;HARDBOP;MEDIUM UP;Joy Spring;;FUNCTIONAL
CliffordBrown_Sandu_FINAL.sv;139.5;A1: ||Eb7   |Ab7   |Eb7   |Eb7   |Ab7   |Ab7   |Eb7   |G-7 C7 |F-7   |Bb7   |Eb7  C-7|F-7 Bb7 ||;2;Clifford Brown;CliffordBrown_Sandu_FINAL.sv;(A1,12);Sandu-1;ORIGINAL;Blues;tp;Eb-maj;Nippon Phonogram Co., Ltd.0;"Clifford Brown (tp); Harold Land (ts); Richie Powell (p); George Morrow (b); Max Roach (dr)";278bc44b-1fcc-4585-aeb9-e1f27e2a16e4;Clifford Brown;838 315-2;1955-02-25;1955;Brownie - The Complete EmArcy Recordings of Clifford Brown (Disc 9);SWING;4/4;00:39-01:25;01:25;1;38.3856;FINAL;HARDBOP;MEDIUM;Sandu;;BLUES
CliffordBrown_Stompin'AtTheSavoy_FINAL.sv;163.9;"A1: ||Dbj7   |Dbj7 Ab7 |Dbj7   |Dbj7 Do |Eb-7   |Ab7   |Db6 Bb-7 |Eb-7 Ab7 ||
A2: ||Dbj7   |Dbj7 Ab7 |Dbj7   |Dbj7 Do |Eb-7   |Ab7   |Db6   |Db7   ||
B1: ||Gb7 G7 |Gb7   |B7 C7 |B7   |E7 F7 |E7   |A7   |Ab7   ||
A3: ||Dbj7   |Dbj7 Ab7 |Dbj7   |Dbj7 Do |Eb-7   |Ab7   |Db6   |Eb-7 Ab7 ||";2;Goodman, Webb, Samson;CliffordBrown_Stompin'AtTheSavoy_FINAL.sv;(A1,16), (B1,8), (A2,8);Stompin' at the Savoy-1;GREAT AMERICAN SONGBOOK;;tp;Db-maj;Membran International;"Clifford Brown (tp); Harold Land (ts); Richie Powell (p); George Morrow (b); Max Roach (dr)";42438f79-580a-41fa-bd9c-9ac1cb2e3220;Clifford Brown;222411444;1954-08-03;1954;Quadromania Jazz Edition, Clifford Brown, Easy Living, CD 3;SWING;4/4;02:27-04:01;04:01;1;142.6377;FINAL;HARDBOP;MEDIUM UP;Stompin' at the Savoy;;FUNCTIONAL
